question,a,b,c,d,answer
নিম্নের কোন ক্ষেত্রে কোনো অপরাধ সংঘটিত হয়নি?,ক' কে গ্রেফতার করার জন্য আদিষ্ট হলেও ভুলক্রমে 'ক' মনে করে 'খ' কে গ্রেফতার করা,অসতর্কতা হেতু কুড়ালের মাথা উড়ে নিকটস্থ ব্যক্তিকে আহত করা,সৈনিক তার ঊর্ধ্বতন পদস্থ কর্মকর্তার আদেশক্রমে আইনের নির্দেশ মোতাবেক জনতার উপর গুলি করেন,মৃত্যুর সম্ভাবনা আছে জেনেও ডাক্তার সদ্‌বিশ্বাসে রুগির অনুমতি ছাড়া অস্ত্রপচার করায় রুগি মারা গেলে,b
দণ্ডবিধি অনুসারে কত বছরের কম বয়স্ক শিশুর কর্মকাণ্ড শাস্তিযোগ্য অপরাধ হিসাবে গণ্য হবে না?,৭ বছর,৮ বছর,৯ বছর,১২ বছর,c
নেশাগ্রস্ততার কারণে বিচারশক্তি রহিত কোন ব্যক্তির কর্ম অপরাধ বলে গণ্য হবে না,সকল ক্ষেত্রে,অনিচ্ছাকৃত নেশাগ্রস্থতার,স্বেচ্ছাকৃত নেশাগ্রস্থতার,স্বেচ্ছাকৃত এবং অনিচ্ছাকৃত উভয় নেশাগ্রস্থতার ক্ষেত্রে,b
"A ও B আনন্দ করার জন্য পরস্পর অসিখেলার [Fence] জন্য একমত হয়। অসিখেলা চলাকালে, A এর কারণে B আঘাত পায় এবং B এর পা ভেঙ্গে যায়। A এর অপরাধ?",গুরুতর জখম,কোন অপরাধ করেনি,সাধরণ জখম,গুরুতর জখমের চেষ্টা,b
'ট' তার ছেলের মঙ্গলের জন্য একজন সার্জনকে দিয়ে অপারেশন করাতে চায়। সার্জন শিশুটির পিতার নিকট থেকে অনুমতি নিয়ে অপারেশন করে। শিশুটি মারা যায়। সার্জনের অপরাধ কি?,নিন্দনীয় নরহত্যা,খুন,ভুলবশত খুন,কোন অপরাধ হয়নি,d
X একজন সাপুড়ে। সে দাবী করে যে সাপেড় কামড় দিলে সে বিষ নামাতে পারে এবং একজন দর্শক Y কে তার কাছে থাকা সাপের কামড় খেতে বলে এবং সে বিষ নামিয়ে তা প্রমাণ করবে। Y রাজি হয় এবং সাপের কামড়ে মারা যায়। এই ক্ষেত্রে,X অপরাধ করেছে যেহেতু সে ভুল ধারণা দিয়ে সম্মতি নিয়েছে,X কোন অপরাধ করেনি কারণ Y এর সম্মতি ছিল।,X কোন অপরাধ করেনি,ফৌজদারী দায় হতে অব্যাহতি পাবে,a
"তাৎক্ষণিক মৃত্যুর ভয় দেখিয়ে কোন ব্যক্তিকে নিম্নলিখিত কোন অপরাধ করালে, উক্ত ব্যক্তি (যে ব্যক্তিকে তাৎক্ষণিক মৃত্যুর ভয়ে রাখা হয়েছে) The Penal Code, 1860 এর ৯৪ ধারার অধীন ফৌজদারী দায় হতে অব্যহতি পাবেনা?",খুন,রাষ্ট্রের বিরুদ্ধে অপরাধ যা মৃত্যুদন্ডযোগ্য,খুন এবং রাষ্ট্রের বিরুদ্ধে অপরাধ যা মৃত্যুদন্ডযোগ্য।,খুন বা খুনের প্রচেষ্টা এবং রাষ্ট্রের বিরুদ্ধে অপরাধ যা মৃত্যুদন্ডযোগ্য।,c
"নিম্নের কোন ক্ষেত্রে The Penal Code, 1860 অনুযায়ী শরীরের আত্মরক্ষামূলক অধিকার প্রয়োগের মাধ্যমে মৃত্যু ঘটানো যায়?",অপরাধমূলক অনুপ্রবেশ,ইভ টিজিং,অপহরণের অভিপ্রায়,আঘাত,c
আত্মরক্ষার জন্য আক্রমনকারীকে হত্যা বা গুরুতর জখম করার জন্য নিম্নের কোন কারণটি গ্রহনযোগ্য হবে না।,আক্রমনকারীকে হত্যা না করলে নিজেই নিহিত হত।,আক্রমনকারীকে গুরুতর জখম না করলে নিজেই গুরুতর জখম হত।,আক্রমনকারীকে গুরুতর জখম না করলে তাকে অপহরণ করা হত।,আক্রমনকারীকে হত্যা না করলে তার মূল্যবান জিনিসপত্র জোরপূর্বক নিয়ে যেত।,d
দণ্ডিবিধি অনুযায়ী আত্মরক্ষামূলক অধিকার প্রয়োগের মাধ্যমে অপরাধীর মৃত্যু ঘটানো যায় কোন ক্ষেত্রে?,মানহানি,রাতের বেলায় ঘর ভঙ্গে অনুপ্রবেশ,আঘাত,রাষ্ট্রদ্রোহিতা,b
A রাত্রি বেলায় এইরূপ একটি গৃহে প্রবেশ করে যে গৃহে প্রবেশ করার আইনানুগ অধিকার তার রয়েছে। B ভুলধারণাবশত সরলবিশ্বাসে A কে অপথে গৃহপ্রবেশকারী মনে করে A কে আক্রমণ করে। A আত্মরক্ষার্থে B কে আক্রমণ করে জখম করে। এই ক্ষেত্রে নিম্নলিখিত কোন তথ্যটি সঠিক?,B কোন অপরাধ করেনি,A কোন অপরাধ করেনি,A এবং B কোন অপরাধ করেনি,A এবং B অপরাধ করেছে,c
"A, B-কে খুন করার জন্য C-কে প্ররোচিত করে। C কাজটি করতে অস্বীকার করে। এই ক্ষেত্রে নিম্নলিখিত কোন বক্তব্যটি সত্য?","যেহেতু খুন সংঘটিত হয়নি, তাই A প্ররোচনা এর জন্য দোষী হবেনা",A এবং B উভয় অপরাধজনক ষড়যন্ত্রের জন্য দায়ী হবে,"যদিও C কাজটি অস্বীকার করেছে, তবুও A প্ররোচনার জন্য দায়ী হবে",A এবং C এর সমান শাস্তি হবে,c
"A, B-কে হত্যা করার জন্য ৭ বছরের একটি ছেলে C কে এমন একটি কাজ করতে সাহায্য করে যার ফলে B মারা যায়। এখানে A এর শাস্তি হবে-",A এবং B এর সমান শাস্তি হবে,কাজটি শিশু করায় A কোনো শাস্তি পাবে না,A খুনে প্ররোচনার জন্য দণ্ডিত হবে,৫ বছরের জেল হবে,c
"একটি বাসগৃহে আগুন লাগানোর জন্য A, B-কে প্ররোচনা করে। কিন্তু B তার অপ্রকৃতিস্থতার কারণে উক্ত কার্যের প্রকৃতি বা উক্ত কার্যটি যে ভুল বা আইনের পরিপন্থী সেটা অনুধাবন করতে অক্ষম হয়ে A-এর প্ররোচনায় উক্ত বাসগৃহে আগুন লাগিয়ে দেয়। এই ক্ষেত্রে নিম্নলিখিত কোন বক্তব্যটি সঠিক?","A কোনো অপরাধ করেনি, কিন্তু B বাসগৃহে আগুন লাগানোর অপসহায়তার জন্য দায়ী হবে","B কোনো অপরাধ করেনি, কিন্তু A বাসগৃহে আগুন লাগানোর জন্য দায়ী হবে","B কোনো অপরাধ করেনি, কিন্তু A বাসগৃহে আগুন লাগানোর অপসহায়তার জন্য দায়ী হবে",A এবং B কোনো অপরাধ করেনি,c
"চুরি সংঘটন করানোর অভিপ্রায়ে A, Z-এর মালিকানাভুক্ত কোনো সম্পত্তি Z-এর দখল হতে গ্রহণ করার জন্য B-কে প্ররোচনা করে। উক্ত সম্পত্তি A-এর বলে বিশ্বাস করতে A, B-কে প্রভাবিত করেছে। উক্ত সম্পত্তি A-এর বলে বিশ্বাস করে সরল বিশ্বাসে, B উক্ত সম্পত্তি Z-এর দখল হতে গ্রহণ করে। এই ক্ষেত্রে নিম্নলিখিত কোন বক্তব্যটি সঠিক?","A কোনো অপরাধ করেনি, কিন্তু B চুরি অপসহায়তার জন্য দায়ী হবে","B কোনো অপরাধ করেনি, কিন্তু A চুরির জন্য দায়ী হবে","B কোনো অপরাধ করেনি, কিন্তু A চুরি অপসহায়তার জন্য দায়ী হবে",A ও B কোনো অপরাধ করেনি,c
"Z-কে খুন করার জন্য C-কে প্ররোচিত করার উদ্দেশ্যে A, B কে প্ররোচিত করে। সেই অনুসারে Z-কে খুন করার জন্য B, C-কে প্ররোচিত করে এবং B-এর প্ররোচনার ফলে C উক্ত অপরাধ অনুষ্ঠান করে। এখানে A, B এবং C এর শাস্তি কি?",তারা সবাই সমানভাবে দায়ী হবে,B ও C খুনের জন্য দায়ী হবে,শুধুমাত্র A দায়ী হবে,"B ও C, A-এর অর্ধেক শাস্তি হবে",a
"Z-কে বিষ প্রয়োগে হত্যার জন্য A এবং B পরিকল্পনা করে। এটা সম্মত হয় যে, A, Z-কে বিষ প্রয়োগ করবে। এই পরিকল্পনা B, C-এর নিকট ব্যাখ্যা করে এবং A এর নাম উল্লেখ না করে B, C-কে বলে যে তৃতীয় কোনো ব্যক্তি Z-কে বিষ প্রয়োগে হত্যা করবে। C-বিষ সংগ্রহ করে এবং A, Z-কে বিষ প্রয়োগ করলে Z মৃত্যুবরণ করে। এই ক্ষেত্রে নিম্নলিখিত কোন তথ্যটি সঠিক?","A এবং B এর সাথে C একত্রে ষড়যন্ত্র না করায়, C কোনো অপরাধ করেনি",শুধুমাত্র A এবং B অভিযুক্ত হবে,"A, B এবং C সকলেই অভিযুক্ত হবে",উপরের কোনোটি সঠিক না,c
'ক' এর প্ররোচনায় সরকারী কর্মচারী 'খ' তার জিম্মায় থাকা সরকারী টাকা আত্মসাৎ করেছে। 'ক' এর কি শাস্তি হতে পারে?,কোনো শাস্তি হবে না,খ এর সমান শাস্তি,খ এর অর্ধেক শাস্তি,খ এর দ্বিগুণ শাস্তি,b
"Z-কে খুন করার জন্য A, B-কে প্ররোচিত করেছে। কিন্তু অপরাধটি সংঘটিত হয়নি। এই ক্ষেত্রে নিম্নলিখিত কোন বক্তব্যটি সঠিক?",A কোনো অপরাধ করেনি,A এবং B কোনো অপরাধ করেনি,A অর্থদণ্ডসহ ৭ বৎসর পর্যন্ত যেকোনো বর্ণনার কারাবাসে দণ্ডিত হতে পারে,B অর্থ দণ্ডসহ ৭ বৎসর পর্যন্ত যেকোনো বর্ণনার কারাবাসে দণ্ডিত হতে পারে,c
"Z-কে খুন করার জন্য A, B-কে প্ররোচিত করেছে। যদিও খুন সংঘটিত হয়নি, B, Z-কে জখম করেছে। এই ক্ষেত্রে নিম্নলিখিত কোন বক্তব্যটি সঠিক?",A অর্থদণ্ডসহ ১৪ বৎসর পর্যন্ত যেকোনো বর্ণনার কারাবাসে দণ্ডিত হতে পারে,A কোনো অপরাধ করেনি কিন্তু B জখমের অপরাধ করেছে,A অর্থদণ্ডসহ ৭ বৎসর পর্যন্ত যেকোনো বর্ণনার কারাবাসে দণ্ডিত হতে পারে,B অর্থদণ্ডসহ ১৪ বৎসর পর্যন্ত কারাদণ্ডে দণ্ডিত হতে পারে,a
"A, B-এর পকেটে এই উদ্দেশ্যে কিছু অলংকার রাখে যে উক্ত অলংকার উক্ত পকেটে পাওয়া যেতে পারে এবং এই ঘটনার জন্য B চুরির অপরাধে দণ্ডিত হতে পারে। A এর অপরাধ?",সত্য লুকানো,মিথ্যা সাক্ষ্যদান,মিথ্যা সাক্ষ্য উদ্ভাবন বা তৈরী,কোনো অপরাধ করেনি,c
"A কোনো পাখিকে গুলি করে হত্যা এবং পাখিটি চুরি করার উদ্দ্যেশ্যে ঝোঁপের আড়ালে থাকা B কে গুলি করে হত্যা করে A জানতো না যে, ঝোঁপের আড়ালে B ছিল। এই ক্ষেত্রে A এর অপরাধ কি?",নিন্দনীয় নরহত্যা,খুন,কোনো অপরাধ করেনি,অবহেলাজনিত হত্যা,c
"Z এমন একটি রোগে ভুগছে যে, এক আঘাতেই তার মৃত্যু হবার সম্ভাবনা আছে। A এই কথা জেনে Z-কে দৈহিক জখম করার অভিপ্রায়ে আঘাত করে। উক্ত আঘাতের ফলে Z মারা যায়। A এর অপরাধ কি?",হত্যা,খুন,নিন্দনীয় নরহত্যা,নরহত্যা,b
"Z এমন একটি রোগে ভুগছে যে, এক আঘাতেই তার মৃত্যু হবার সম্ভাবনা আছে। A এই কথা না জেনে Z-কে দৈহিক জখম করার অভিপ্রায়ে এমন আঘাত করে যা প্রকৃতির স্বাভাবিক গতিতে একজন সুস্থ ব্যক্তির মৃত্যু ঘটাতে যথেষ্ট। উক্ত আঘাতের ফলে Z মারা যায়। A-এর অপরাধ কি?",হত্যা,খুন,নিন্দনীয় নরহত্যা,নরহত্যা,b
দণ্ডবিধিতে কয়টি ব্যতিক্রমের উল্লেখ আছে যখন নিন্দনীয় নরহত্যা খুন বলে বিবেচিত হবে না?,৪ টি,৩ টি,৫ টি,৬ টি,c
"আঠারো (১৮) বছরের বেশি বয়স্ক কোনো ব্যক্তি ইচ্ছাকৃত মৃত্যুবরণ করে, তাহলে উক্ত মৃত্যু হবে-",নিন্দনীয় নরহত্যা,খুন,নরহত্যা,নিজে নিজের মৃত্যু ঘটানোর কারণে কোনো অপরাধ হয়নি,a
দণ্ডবিধিতে কয়টি ক্ষেত্রে একমাত্র শাস্তি মৃত্যুদণ্ড?,১টি,২টি,৩টি,৫টি,a
যাবজ্জীবন কারাদণ্ডে দণ্ডিত আসামি কর্তৃক খুনের উদ্যোগে আঘাত করা হলে সর্বোচ্চ শাস্তি কী?,২০ বছরের কারাদণ্ড,যাবজ্জীবন কারাদণ্ড,মৃত্যুদণ্ড,২৫ বছরের কারাদণ্ড,c
অবহেলার কারণে মৃত্যু ঘটালে সর্বোচ্চ শাস্তি হতে পারে?,যেকোনো বর্ণনার ৫ বৎসর কারাবাস,যেকোনো বর্ণনার ৩ বৎসর কারাবাস,১০ বছর কারাবাস,১৪ বছর কারাবাস,a
'X' 'Z' এর মুখে ঘুষি মারলে তার 'Z' এর একটি দাঁত পড়ে যায়। 'Z' এর কৃত অপরাধ হলো?,সাধারণ জখম,মারাত্মক জখম,ইচ্ছাকৃত জখম,হত্যার চেষ্টা,b
"ক, খ এর চোখ স্থায়ীভাবে অন্ধ করে দিয়েছে। ক এর অপরাধ-",আঘাত,জোরপূর্বক আঘাত,স্বেচ্ছাকৃত আঘাত,গুরুতর আঘাত,d
কোন ক্ষেত্রে চুরির অপরাধ সম্ভব নয়?,নগদ টাকা,আসবাবপত্র,জমি,অলংকার,c
"A রাজপথে একটি আংটি দেখতে পায়, যা কারও অধিকারভূক্ত নয়। A সেটা গ্রহণ করে বিক্রি করে দেয়। A এর অপরাধ-",অপরাধমূলক বিশ্বাসভঙ্গ,জোরপূর্বক গ্রহণ,চুরি,অপরাধমূলক সম্পত্তি তসরুপ,d
শুধুমাত্র চুরি করার সর্বোচ্চ শাস্তি কি?,৩ বৎসর কারাদণ্ড,২ বৎসর কারাদণ্ড,৭ বৎসর কারাদণ্ড,উপরের কোনোটি না,a
"Z, A-এর সম্মতি ছাড়া নির্দিষ্ট পরিমাণ অর্থ প্রদানের জন্য একটি অঙ্গীকারপত্র বা প্রমিসরি নোট দিয়ে যায়। Z এর অপরাধ-",দস্যুতা,প্রতারণা,বলপূর্বক গ্রহণ,চুরি,d
চুরি করতে গিয়ে আসামী স্বেচ্ছায় আঘাত করলে অপরাধটি হবে-,চুরি,ডাকাতি,দস্যুতা,বলপূর্বক আদায়,c
দস্যুতার ক্ষেত্রে অনধিক সদস্য হতে পারে-,২ জন,৪ জন,৩ জন,৬ জন,b
ডাকাতির সাথে খুনের অপরাধের সর্বোচ্চ শাস্তি কি?,মৃত্যুদণ্ড,যাবজ্জীবন কারাদণ্ড,১০ বছরের সশ্রম কারাদণ্ড,১০ বছরের বিনাশ্রম কারাদণ্ড,a
কমপক্ষে কত জন ব্যক্তির অংশগ্রহনে দণ্ডবিধি অনুযায়ী ডাকাতি সংঘটিত হয়?,৩ জন,৪ জন,৫ জন,৭ জন,c
"""ক"" একটি আংটি দেখতে পায় কিন্তু জানেনা সেটার মালিক কে। ""ক"" সেটার মালিককে আবিষ্কার না করে আংটি বিক্রয় করে। ক এর অপরাধ-",চুরি,অসাধুভাবে আত্মসাৎ,দস্যুতা,অপরাধমূলক বিশ্বাসভঙ্গ,b
X নিজেকে মৃত Y হিসেবে পরিচয় দিয়ে প্রতারণা করে। X এর কৃত অপরাধ হলো-,ক্ষতি,প্রতারণা,প্রবঞ্চনা,ছদ্মবেশে প্রবঞ্চনা,d
'ক' মুক্তা না এমন কোনো বিষয়কে মুক্তা বলে দাবী করে 'খ' কে টাকা ধার দিতে অসাধুভাবে প্ররোচিত করে। এই ক্ষেত্রে 'ক' এর অপরাধ কি?,চুরি,প্ররোচনা,প্রতারণা,সবগুলো,c
"প নিজেকে ফ যিনি একজন মৃত ব্যক্তি, বলে ভান করে প্রতারণা করে। প এর অপরাধ কি?",ক্ষতিসাধন,প্রতারণা,প্রবঞ্চনা,ছদ্মবেশে প্রবঞ্চনা,d
'ক' তার রুমে চাবি হারিয়ে ফেলেছিল। 'খ' উক্ত চাবি দেখতে পায় এবং তা ব্যবহার করে 'ক' এর রুমে প্রবেশ করে। এই ক্ষেত্রে 'খ' এর অপরাধ হলো-,অনধিকার গৃহ প্রবেশ,অপথে গৃহ প্রবেশ,সঙ্গোপনে অনধিকার গৃহ প্রবেশ,উপরের সবগুলো,b
ব্যভিচারের জন্য কাকে অভিযুক্ত করা যায়?,পুরুষ আসামী,মহিলা আসামী,স্বামী,তাদের সকলকে,a
"কোনো সম্পত্তি অগ্নি সংযোগের মাধ্যমে বিনষ্ট করতে হুমকি দেওয়া হলে, হুমকি দাতার শাস্তি হতে পারে?",৭ বছর পর্যন্ত কারাদণ্ড বা অর্থদণ্ড বা উভয়,৩ বছর পর্যন্ত কারাদণ্ড বা অর্থদণ্ড বা উভয়,২ বছর পর্যন্ত কারাদণ্ড বা অর্থদণ্ড বা উভয়,অর্থদণ্ডসহ ১ বৎসরের বিনাশ্রম কারাবাস,a
মামলার শুনানীর পর আদালত প্রথমে কোনটি করে?,ডিক্রি দেয়,রায় ঘোষণা করে,আদেশ দেয়,ঘটনা বর্ণনা করে,b
যার বিরুদ্ধে ডিক্রি দেওয়া হয় তাকে কি বলে?,দায়িক,ডিক্রিদার,ডিক্রি প্রত্যাশী,রায় প্রত্যাশী,a
বিরোধীর জমি দুটি জেলায় অবস্থিত হলে তৎসম্পর্কে কোন জেলার আদালতে মামলা দায়ের করতে হবে?,যে জেলায় বাদী বাস করে,যে জেলায় বিবাদী বাস করে,তৃতীয় জেলায়,দুটি জেলার যেকোনোটিতে,d
'ক' ঢাকার একজন ব্যবসায়ী। 'খ' চট্রগ্রামে ব্যবসা করে। 'খ' এর প্রতিনিধির মাধ্যমে 'ক' এর পণ্য কিনেছে এবং 'ক' কে তা বাংলাদেশ বিমানে হস্তান্তর করতে অনুরোধ করেছে। 'ক' উক্ত অনুরোধ অনুযায়ী পণ্য ঢাকাতে হস্তান্তর করেছে। পণ্যের মুল্যের জন্য 'ক' মামলা করতে পারে-,ঢাকায়,চট্টগ্রামে,চট্রগ্রামে বা ঢাকায়,বাংলাদেশের যেকোনো স্থানে,c
রেস সাবজুডিস [Res sub judice] অর্থ হলো-,মোকাদ্দমা স্থগিত,আপীল স্থগিত,আবেদন স্থগিত,জারি স্থগিত,a
নতুনভাবে বিবাদী সংযোজিত হলে কোনটি সংশোধন করতে হয়?,আরজি,লিখিত জবাব,প্লিডিংস,মোকাদ্দমার বিবরণ,a
দেওয়ানী কার্যবিধি অনুসারে প্লিডিংস অর্থ কি?,এফিডেভিট,আরজি বা জবাব,অভিযোগ,যুক্তিতর্ক,b
প্লিডিংস সংশোধন [আরজি বা লিখিত জবাব] মঞ্জুর বা নাকচ করার আদেশের বিরুদ্ধে কি প্রতিকার আছে?,আপীল,রিভিউ,রিভিশন,যেকোনো একটি,c
ভুল আদালতে দেওয়ানী মামমা দায়েরের ফল কি?,মামলা খারিজ,আরজি ফেরত,আরজি নাকচ,সঠিক আদালতে মামমা স্থানান্তর,b
একতরফা আদেশ সরাসরি রদ-রহিতের ক্ষেত্রে আদালত সর্বোচ্চ কত টাকা খরচ প্রদানের জন্য আদেশ দিতে পারে?,2000,3000,1000,4000,b
আদি এখতিয়ার সম্পন্ন আদালতের একতরফা ডিক্রির বিরুদ্ধে সংক্ষুদ্ধ পক্ষের প্রতিকার হতে পারে।,রিভিশন,রিভিউ,রেফারেন্স,আপীল,d
একতরফা ডিক্রি বাতিলের আবেদন না মঞ্জুর করে আদালত কোনো আদেশ দিলে উক্ত আদেশের বিরুদ্ধে বিবাদীর প্রতিকার কি?,আপীল,রিভিশন,রিভিউ,রেফারেন্স,a
লিখিত জবাব দাখিলের …… দিনের মধ্যে ইস্যু গঠন করতে হয়।,7,10,15,21,c
কখন ১২ বছর পরও ডিক্রি জারির আবেদন করা যায়?,আদালত মনে করলে,দেনাদার প্রতারণা বা বলপ্রয়োগ দ্বারা ডিক্রি জারিতে বাধা প্রদান করলে,আদালত ডিক্রি জারুর আবেদন গ্রহণ না করলে,আদালত ডিক্রি জারি করতে ক্ষমতা প্রাপ্ত না হলে,b
গণ-উৎপাত সংঘটনের ক্ষেত্রে মামলা করতে পারে কে?,ভুক্তভোগী,অ্যাটর্নি-জেনারেল,সরকারি কৌসুলী,যেকোনো সংক্ষুদ্ধ ব্যক্তি,b
সরকারের পক্ষে বা বিপক্ষে মোকাদ্দমায় বাদী বা বিবাদীর নাম হবে-,বাংলাদেশ,সরকার,রাষ্ট্র,কোনোটিই নয়,a
"নাবালক বাদীর আসন্ন বন্ধু বা বিবাদীর অভিভাবক অবসর গ্রহণ, অপসারণ বা মৃত্যুবরণের ফলাফল কি?",মোকাদ্দমা খারিজ,আরজি খারিজ,মোকাদ্দমার কার্যক্রম স্থগিত করণ,একতরফা ডিক্রি,c
আদালত রায়ের পূর্বে ক্রোক আদেশ দিলে তার বিরুদ্ধে প্রতিকার কি?,রিভিউ,রিভিশন,আপীল,সবকটি,c
জেলা জজের আপীল এখতিয়ার বলে প্রচারিত ডিক্রির বিরুদ্ধে প্রতিকার কি?,আপীল,রেফারেন্স,রিভিশন,রিভিউ,c
বাদীর আরজি সংশোধনীর দরখাস্ত নামঞ্জুরের আদেশের বিরুদ্ধে প্রতিকার কি?,রিভিশন,রিভিউ,আপীল,রেফারেন্স,a
কোন প্ররিকারটি সুনির্দিষ্ট প্রতিকার আইনের আওতায় পড়ে না?,চুক্তি বাস্তবায়ন,নিষেধাজ্ঞা,স্বত্ব ঘোষণা,আর্থিক ক্ষতিপূরণ,d
সুনির্দিষ্ট প্রতিকার প্রার্থনা করা হয় কোন ধরনের মামলায়?,দেওয়ানী মোকাদ্দমায়,ফৌজদারী মোকাদ্দমায়,বিশেষ মামলায়,উপরের সবকটি,a
"যা না করার ব্যাপারে কোনো পক্ষের বাধ্যবাধকতা আছে, সেই পক্ষকে এমন কার্য করা হতে বিরত থাকার নির্দেশ দিয়ে যে প্রতিকার দেওয়া হয়, সেটা কি নামে পরিচিত?",আদেশাত্বক প্রতিকার,প্রতিরোধমূলক প্রতিকার,ঘোষণামূল প্রতিকার,উপরের কোনোটি সঠিক না,b
স্বত্বের দাবী উত্থাপন ব্যতিরেকে দখল পুনরুদ্ধারের মামলার কোনো আদেশ বা ডিক্রির বিরুদ্ধে সংক্ষুব্ধ পক্ষের প্রতিকার কী?,শুধু আপিল,শুধু রিভিউ,শুধু রিভিশন,আপিল ও রিভিউ এর যেকোনোটি,c
'ক' ১০০ মন গম 'খ' এর নিকট বিক্রয় করার চুক্তি করে। কোনো কারণ ব্যতিরেকেই উক্ত গম 'খ' কে সরবরাহ করা হয় নাই। 'খ' এর প্রতিকার কি?,খ সুনির্দিষ্টভাবে চুক্তিটি বলবৎ করতে পারে,খ ক্ষতিপূরণ লাভ করতে পারবে,খ ক্ষতিপূরণ পাবে না,খ শুধুমাত্র চুক্তির ক্রয়মূল্য ফেরত পাবে,b
"কোনো স্থাবর সম্পত্তির বিক্রয় চুক্তি সুনির্দিষ্টভাবে বলবৎ করা যাবে না, যদি না চুক্তিটি হয়-",লিখিত,প্রত্যায়িত ও সত্যায়িত,সত্যায়িত,লিখিত ও নিবন্ধিত,d
দলিল সংশোধনের মামলা কত বছরের মধ্যে দায়ের করতে হয়?,3,5,6,কোনোটিই নয়,a
একটি দলিল সংশোধিত হতে পারে শুধুমাত্র-,পক্ষগণ দ্বারা,সম্পাদঙ্কারীগণ দ্বারা,সত্যায়নকারী সাক্ষী দ্বারা,আদালত দ্বারা,d
"X, Y এর নিকট একটি জমি বিক্রয় করল। উক্ত জমির উপর দিয়ে অন্যের চলাচলের অধিকার আছে জানা সত্ত্বেও X তা গোপন করে। Y চুক্তিটি কী করতে পারে?",বাতিল,রদ,সংশোধন,স্থগিত,b
চুক্তি রদ মঞ্জুর করা হয় যে ক্ষেত্রে-,চুক্তিটি বাতিল [void contract],চুক্তিটি বাতিলযোগ [voidable contract] বা অবসানযোগ্য [terminable] হয়,চুক্তিটি বাতিলযোগ্য এবং বাতিল [voidable and void contract],চুক্তিটি বৈধ [lawful contract],b
দলিল রদের মোকাদ্দমার কোর্ট ফি কত?,এ্যাড-ভোলোরাম,নির্ধারিত ৩০০ টাকা,২০০ টাকা,আদালতের নির্দেশ মতে,a
কোন ক্ষেত্রে ডিক্রিদার দায়িকের বিরুদ্ধে জারী মামলা করতে পারে না?,দখল উদ্ধারের ডিক্রি,স্বত্ব ঘোষণার ডিক্রি,বাটোয়ার চূড়ান্ত ডিক্রি,স্থায়ী নিষেধাজ্ঞার ডিক্রি,b
শুধুমাত্র ঘোষণামূলক ডিক্রির জন্য মোকাদ্দমা রজু করার তামাদির মেয়াদ?,৩ বছর,৪ বছর,৬ বছর,৫ বছর,c
সুনির্দিষ্ট প্রতিকার আইনের কত ধারায় রিসিভার নিয়োগের আবেদন করা যায়?,৪০ ধারা,৪৪ ধারা,৪২ ধারা,৪৩ ধারা,b
প্রতিরোধমূলক প্রতিকার মঞ্জুর করা যেতে পারে-,নিষেধাজ্ঞার দ্বারা,ক্রোকাদেশ দ্বারা,ঘোষণামূলক আদেশ দ্বারা,নিলাম বিক্রির আদেশ দ্বারা,a
সাক্ষ্য আইনে কতটি ধারা আছে?,১৬০ টি,১৬৫ টি,১৬৮ টি,১৬৭ টি,d
বাংলাদেশে সরকারীভাবে রক্ষিত ব্যক্তিগত দলিলের রেকর্ড হলো-,সরকারী দলিল,বেসরকারী দলিল,সরকারী ও বেসরকারী উভয়,ব্যক্তিগু নথি,a
পুলিশের নিকট আসামীর স্বীকারোক্তি কোন ক্ষেত্রে সাক্ষ্য হিসাবে আদালতে গ্রহণযোগ্য হবে?,ম্যাজিস্ট্রেটের উপস্থিতিতে,নিরপেক্ষ স্বাক্ষীর উপস্থিতিতে,স্বীকারোক্তি মতে আলামত উদ্ধার,স্বীকারোক্তি স্বেচ্ছামূলক হলে,c
স্বীকৃতি কী হিসাবে বিবেচিত হয়?,এস্টোপেল,সমর্থনমূলক সাক্ষ্য,মৌলিক সাক্ষ্য,নির্দিষ্ট আইনগত অবস্থান নেই,a
"বি একটি হাসপাতালে চিকিৎসাধীন থাকাবস্থায় মৃত্যুবরণ করে। এ, বি এর মৃত্যুকালীন ঘোষণা প্রমাণ করতে চায়। এখানে এ কে অবশ্যই প্রমাণ করতে হবে-",বি এর জীবনকাল,বি এর অসুস্থতা,বি এর মৃত্যু,বি এর হাসপাতাল ত্যাগ,c
খারাপ চরিত্রের সাক্ষ্য হিসাবে কোনটি প্রাসঙ্গিক?,চুরির অপরাধ,অশোভন আচরণ,পূর্ববর্তী দণ্ডাদেশ,অনৈতিক সম্পর্ক,c
ফৌজদারী মামলায় চরিত্র সম্পর্কে কোনটি প্রাসঙ্গিক?,অনৈতিক সম্পর্ক,পূর্ববর্তী সৎচরিত্র,খা্রাপ চরিত্র,পূর্ববর্তী খারাপ চরিত্র,b
"A এই মর্মে আদালতের রায় কামনা করে যে, B এর দখলভুক্ত কোনো একটি জমি তিনি পাবার অধিকারী। এটা সমর্থনে A কতগুলি বিষয়ের অস্তিত্ব দাবি করে এবং B সেই সকল বিষয়ের অস্তিত্ব অস্বীকার করে। ঐ সকল বিষয়ের অস্তিত্ব প্রমাণের দায়ভার-",A এর উপর,B এর উপর,A এর পরিচিত ব্যক্তির,আসামী পক্ষের,a
